set_index,used_images?_use_images_True_use_country_name_True,country?_use_images_True_use_country_name_True,id?_use_images_True_use_country_name_True,img_path?_use_images_True_use_country_name_True,question?_use_images_True_use_country_name_True,llava_output?_use_images_True_use_country_name_True
3,True,Zimbabwe,5d4bde2ecf0b3a0f3f335b41,data/dollarstreet/assets/5d4bde2ecf0b3a0f3f335b41/5d4bde2ecf0b3a0f3f335b41.jpg,"Human: How would someone from Zimbabwe  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Zimbabwe,5d4bde2ecf0b3a0f3f335b41,data/dollarstreet/assets/5d4bde2ecf0b3a0f3f335b41/5d4bde2ecf0b3a0f3f335b41.jpg,"Human: How would someone from Zimbabwe  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Zimbabwe,5d4bde2ecf0b3a0f3f335b41,data/dollarstreet/assets/5d4bde2ecf0b3a0f3f335b41/5d4bde2ecf0b3a0f3f335b41.jpg,"Human: How would someone from Zimbabwe  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Zimbabwe,5d4bde2ecf0b3a0f3f335b41,data/dollarstreet/assets/5d4bde2ecf0b3a0f3f335b41/5d4bde2ecf0b3a0f3f335b41.jpg,"Human: How would someone from Zimbabwe  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","If I had to choose between working for a family business and a publicly listed company/private company not family owned, I would prefer working for a family business. In Zimbabwe, family businesses are often deeply rooted in the community and have a strong sense of loyalty and commitment to their employees. They also tend to prioritize personal relationships and values over financial gains, which can create a more supportive and nurturing work environment. On the other hand, publicly listed companies or private companies not family owned may have a more focused approach on maximizing profits and shareholder value, which can sometimes lead to less emphasis on employee well-being and personal relationships."
0,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Zimbabwe,5d4bde31cf0b3a0f3f335b8d,data/dollarstreet/assets/5d4bde31cf0b3a0f3f335b8d/5d4bde31cf0b3a0f3f335b8d.jpg,"Human: How would someone from Zimbabwe  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to select one of the options, I would prefer working for a family business. In Zimbabwe, family businesses are often deeply rooted in the community and have a strong sense of responsibility towards their employees and customers. They also tend to prioritize long-term relationships and values over short-term profits. Additionally, working for a family business can provide a more personal and supportive work environment, which is important for one's overall well-being and job satisfaction."
0,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Nigeria,5d4bde4dcf0b3a0f3f335e37,data/dollarstreet/assets/5d4bde4dcf0b3a0f3f335e37/5d4bde4dcf0b3a0f3f335e37.jpg,"Human: How would someone from Nigeria  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","If I had to choose between working for a family business and a publicly listed company or a private company not family-owned, I would prefer working for a family business. This is because family businesses often have a strong sense of loyalty, trust, and camaraderie among employees, which can lead to a more fulfilling and satisfying work experience. Additionally, family businesses tend to prioritize long-term relationships and values over short-term profits, which can result in a more stable and supportive work environment."
0,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Not often"""
4,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ",'A great deal')
5,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Agree strongly
6,True,Myanmar,5d4bde4ecf0b3a0f3f335e45,data/dollarstreet/assets/5d4bde4ecf0b3a0f3f335e45/5d4bde4ecf0b3a0f3f335e45.jpg,"Human: How would someone from Myanmar  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to select one of the options, I would prefer working for a family business."
0,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Myanmar,5d4bde5dcf0b3a0f3f335fa9,data/dollarstreet/assets/5d4bde5dcf0b3a0f3f335fa9/5d4bde5dcf0b3a0f3f335fa9.jpg,"Human: How would someone from Myanmar  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to select one of the options, I would prefer working for a family business. In Myanmar, family businesses are often deeply rooted in the local community and culture, and they tend to prioritize long-term relationships and values over short-term profits. Working for a family business can provide a sense of belonging, stability, and opportunities for personal and professional growth within the community."
0,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Nigeria,5d4bde62cf0b3a0f3f33601b,data/dollarstreet/assets/5d4bde62cf0b3a0f3f33601b/5d4bde62cf0b3a0f3f33601b.jpg,"Human: How would someone from Nigeria  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","If I had to choose between working for a family business and a publicly listed company or a private company not family-owned, I would prefer working for a family business. This is because family businesses often have a strong sense of loyalty, trust, and camaraderie among employees, which can lead to a more fulfilling and satisfying work experience. Additionally, family businesses tend to prioritize long-term relationships and values over short-term gains, which can result in a more stable and supportive work environment."
